recoding_id;date;CH4;CO;NO;NO_2;O_3;PM10;PM25;SO_2;station
383;04/01/18 05:00;1.10000002384185;0.200000002980232;1;2;26;4;3;;3
384;04/01/18 05:00;1.42999994754791;;28;44;;13;;;4
385;04/01/18 05:00;;0.100000001490116;9;10;37;8;8;;5
386;04/01/18 06:00;1.36000001430511;0.200000002980232;7;24;26;4;3;2;1
387;04/01/18 06:00;;0.200000002980232;3;11;22;4;;5;2
388;04/01/18 06:00;1.10000002384185;0.100000001490116;1;1;37;7;5;;3
389;04/01/18 06:00;1.42999994754791;;38;46;;12;;;4
390;04/01/18 06:00;;0.200000002980232;10;14;36;4;3;;5
391;04/01/18 07:00;1.36000001430511;0.200000002980232;16;34;22;9;8;2;1
392;04/01/18 07:00;;0.200000002980232;3;15;21;4;;5;2
393;04/01/18 07:00;1.10000002384185;0.100000001490116;1;1;37;6;4;;3
394;04/01/18 07:00;1.41999995708465;;50;51;;17;;;4
395;04/01/18 07:00;;0.200000002980232;17;30;25;7;6;;5
396;04/01/18 08:00;1.36000001430511;0.300000011920928;35;47;14;8;7;2;1
397;04/01/18 08:00;;0.200000002980232;4;22;17;5;;5;2
398;04/01/18 08:00;1.10000002384185;0.100000001490116;1;5;32;6;5;;3
399;04/01/18 08:00;1.40999996662139;;89;60;;23;;;4
400;04/01/18 08:00;;0.300000011920928;43;53;12;10;9;;5
401;04/01/18 09:00;1.36000001430511;0.400000005960464;37;53;12;8;5;2;1
402;04/01/18 09:00;;0.300000011920928;9;38;8;5;;5;2
403;04/01/18 09:00;1.10000002384185;0.100000001490116;1;8;28;6;4;3;3
404;04/01/18 09:00;;;70;65;;24;;;4
405;04/01/18 09:00;;0.300000011920928;37;55;9;14;12;;5
406;04/01/18 10:00;1.37000000476837;0.400000005960464;41;56;11;9;6;2;1
407;04/01/18 10:00;;0.300000011920928;9;34;12;7;;6;2
408;04/01/18 10:00;1.10000002384185;0.100000001490116;1;8;30;6;4;3;3
409;04/01/18 10:00;;;25;53;;19;;;4
410;04/01/18 10:00;;0.300000011920928;24;42;17;14;10;;5
411;04/01/18 11:00;1.37000000476837;0.400000005960464;46;58;12;12;10;3;1
412;04/01/18 11:00;;0.200000002980232;9;33;12;6;;5;2
413;04/01/18 11:00;1.10000002384185;0.100000001490116;1;7;31;7;5;3;3
414;04/01/18 11:00;;;15;43;;17;;;4
415;04/01/18 11:00;;0.300000011920928;39;49;13;15;10;;5
416;04/01/18 12:00;1.37000000476837;0.400000005960464;40;51;16;13;9;2;1
417;04/01/18 12:00;;0.200000002980232;9;24;20;7;;6;2
418;04/01/18 12:00;1.10000002384185;0.100000001490116;1;4;34;9;7;3;3
419;04/01/18 12:00;;;17;35;;14;;;4
420;04/01/18 12:00;;0.200000002980232;19;34;23;15;11;;5
421;04/01/18 13:00;1.36000001430511;0.400000005960464;42;50;22;11;7;3;1
422;04/01/18 13:00;;0.200000002980232;8;19;25;9;;5;2
423;04/01/18 13:00;1.10000002384185;0.100000001490116;1;3;41;7;6;3;3
424;04/01/18 13:00;;;13;26;;18;;;4
425;04/01/18 13:00;;0.200000002980232;25;31;30;13;9;;5
426;04/01/18 14:00;1.35000002384185;0.400000005960464;39;50;26;5;2;3;1
427;04/01/18 14:00;;0.200000002980232;7;15;33;8;;6;2
428;04/01/18 14:00;1.09000003337860;0.100000001490116;1;1;50;5;3;3;3
429;04/01/18 14:00;;;26;37;;16;;;4
430;04/01/18 14:00;;0.300000011920928;30;34;35;15;8;;5
431;04/01/18 15:00;1.35000002384185;0.500000000000000;41;52;27;12;8;3;1
432;04/01/18 15:00;;0.200000002980232;7;17;32;7;;5;2
433;04/01/18 15:00;1.09000003337860;0.100000001490116;1;2;50;7;5;3;3
434;04/01/18 15:00;;;16;35;;18;;;4
435;04/01/18 15:00;;0.300000011920928;38;40;35;14;8;;5
436;04/01/18 16:00;1.35000002384185;0.400000005960464;29;42;31;11;8;3;1
437;04/01/18 16:00;;0.200000002980232;5;14;34;7;;5;2
438;04/01/18 16:00;1.09000003337860;0.100000001490116;1;2;48;7;5;3;3
439;04/01/18 16:00;;;7;28;;14;;;4
440;04/01/18 16:00;;0.200000002980232;22;26;39;17;12;;5
441;04/01/18 17:00;1.35000002384185;0.400000005960464;30;48;26;11;8;3;1
442;04/01/18 17:00;;0.200000002980232;6;18;33;4;;5;2
443;04/01/18 17:00;1.09000003337860;0.100000001490116;1;2;49;5;3;3;3
444;04/01/18 17:00;;;6;26;;13;;;4
445;04/01/18 17:00;;0.200000002980232;53;42;29;12;8;;5
446;04/01/18 18:00;1.35000002384185;0.400000005960464;33;51;24;10;7;3;1
447;04/01/18 18:00;;0.300000011920928;6;30;25;3;;5;2
448;04/01/18 18:00;1.09000003337860;0.100000001490116;1;5;46;6;5;3;3
449;04/01/18 18:00;;;7;33;;9;;;4
450;04/01/18 18:00;;0.400000005960464;79;61;21;17;12;;5
451;04/01/18 19:00;1.36000001430511;0.400000005960464;41;62;16;20;16;3;1
452;04/01/18 19:00;;0.200000002980232;5;36;19;4;;5;2
453;04/01/18 19:00;1.09000003337860;0.200000002980232;1;12;38;4;2;3;3
454;04/01/18 19:00;1.17999994754791;;13;47;;11;;;4
455;04/01/18 19:00;;0.300000011920928;30;58;13;20;13;;5
456;04/01/18 20:00;1.36000001430511;0.500000000000000;44;66;10;18;14;3;1
457;04/01/18 20:00;;0.300000011920928;7;42;16;5;;5;2
458;04/01/18 20:00;1.09000003337860;0.200000002980232;1;10;38;6;5;3;3
459;04/01/18 20:00;;;12;53;;12;;;4
460;04/01/18 20:00;;0.300000011920928;21;54;13;14;10;;5
461;04/01/18 21:00;1.37000000476837;0.500000000000000;45;65;10;13;10;3;1
462;04/01/18 21:00;;0.300000011920928;10;49;11;5;;5;2
463;04/01/18 21:00;1.09000003337860;0.200000002980232;1;10;35;7;6;3;3
464;04/01/18 21:00;;;7;49;;10;;;4
465;04/01/18 21:00;;0.300000011920928;18;50;15;9;6;;5
466;04/01/18 22:00;1.37000000476837;0.500000000000000;42;65;9;11;7;3;1
467;04/01/18 22:00;;0.300000011920928;6;42;15;7;;5;2
468;04/01/18 22:00;1.09000003337860;0.200000002980232;1;16;27;4;3;3;3
469;04/01/18 22:00;1.19000005722045;;9;52;;8;;;4
470;04/01/18 22:00;;0.300000011920928;20;52;12;11;8;;5
471;04/01/18 23:00;1.37000000476837;0.400000005960464;30;59;15;10;7;3;1
472;04/01/18 23:00;;0.200000002980232;6;32;22;5;;5;2
473;04/01/18 23:00;1.10000002384185;0.200000002980232;1;20;24;8;6;3;3
474;04/01/18 23:00;;;4;48;;11;;;4
475;04/01/18 23:00;;0.200000002980232;14;41;21;11;8;;5
476;05/01/18 00:00;1.36000001430511;0.400000005960464;21;51;20;6;3;2;1
477;05/01/18 00:00;;0.200000002980232;2;17;33;4;;5;2
478;05/01/18 00:00;1.09000003337860;0.200000002980232;1;16;31;7;6;3;3
479;05/01/18 00:00;;;4;48;;9;;;4
480;05/01/18 00:00;;0.200000002980232;11;25;35;10;8;;5
481;05/01/18 01:00;1.37000000476837;0.300000011920928;15;45;21;11;9;2;1
482;05/01/18 01:00;;0.200000002980232;2;13;36;5;;4;2
483;05/01/18 01:00;1.09000003337860;0.100000001490116;1;9;40;7;6;3;3
484;05/01/18 01:00;;;1;27;;11;;;4
485;05/01/18 01:00;;0.200000002980232;14;24;37;11;9;;5
486;05/01/18 02:00;1.36000001430511;0.300000011920928;10;32;34;5;3;2;1
487;05/01/18 02:00;;0.200000002980232;1;8;40;3;;4;2
488;05/01/18 02:00;1.09000003337860;0.100000001490116;1;6;43;4;3;3;3
489;05/01/18 02:00;;;2;16;;8;;;4
490;05/01/18 02:00;;0.200000002980232;11;14;44;8;6;;5
491;05/01/18 03:00;1.36000001430511;0.200000002980232;8;26;39;6;4;2;1
492;05/01/18 03:00;;0.200000002980232;1;6;43;3;;4;2
493;05/01/18 03:00;1.09000003337860;0.100000001490116;1;3;46;7;6;3;3
494;05/01/18 03:00;;;1;11;;7;;;4
495;05/01/18 03:00;;0.100000001490116;9;10;49;6;4;;5
496;05/01/18 04:00;1.36000001430511;0.200000002980232;7;24;41;6;4;2;1
497;05/01/18 04:00;;0.200000002980232;1;6;44;4;;5;2
498;05/01/18 04:00;1.09000003337860;0.100000001490116;1;3;47;7;5;3;3
499;05/01/18 04:00;;;1;10;;4;;;4
500;05/01/18 04:00;;0.200000002980232;9;10;48;4;1;;5
501;05/01/18 05:00;1.36000001430511;0.200000002980232;8;22;40;4;2;2;1
502;05/01/18 05:00;;0.200000002980232;1;6;44;3;;4;2
503;05/01/18 05:00;1.09000003337860;0.100000001490116;1;2;49;4;1;3;3
504;05/01/18 05:00;;;1;11;;4;;;4
505;05/01/18 05:00;;0.100000001490116;9;8;51;6;4;;5
506;05/01/18 06:00;1.35000002384185;0.200000002980232;9;24;44;5;4;2;1
507;05/01/18 06:00;;0.200000002980232;2;6;50;3;;5;2
508;05/01/18 06:00;1.09000003337860;0.100000001490116;1;2;55;5;3;3;3
509;05/01/18 06:00;;;1;9;;4;;;4
510;05/01/18 06:00;;0.100000001490116;9;10;56;5;2;;5
511;05/01/18 07:00;1.34000003337860;0.200000002980232;12;33;42;7;5;2;1
512;05/01/18 07:00;;0.200000002980232;2;10;49;2;;4;2
513;05/01/18 07:00;1.08000004291534;0.100000001490116;1;3;58;3;1;3;3
514;05/01/18 07:00;;;1;14;;2;;;4
515;05/01/18 07:00;;0.200000002980232;12;18;51;3;1;;5
516;05/01/18 08:00;1.35000002384185;0.200000002980232;17;46;32;2;1;3;1
517;05/01/18 08:00;;0.200000002980232;3;18;42;2;;5;2
518;05/01/18 08:00;1.09000003337860;0.100000001490116;1;8;51;2;1;3;3
519;05/01/18 08:00;;;4;34;;6;;;4
520;05/01/18 08:00;;0.200000002980232;14;29;41;6;3;;5
521;05/01/18 09:00;1.35000002384185;0.300000011920928;19;47;31;7;5;3;1
522;05/01/18 09:00;;0.200000002980232;4;21;40;3;;5;2
523;05/01/18 09:00;1.09000003337860;0.100000001490116;1;14;47;2;1;3;3
524;05/01/18 09:00;;;5;30;;5;;;4
525;05/01/18 09:00;;0.200000002980232;16;31;38;6;4;;5
526;05/01/18 10:00;1.35000002384185;0.400000005960464;30;59;28;9;7;3;1
527;05/01/18 10:00;;0.200000002980232;6;27;38;2;;5;2
528;05/01/18 10:00;1.08000004291534;0.100000001490116;1;11;53;1;1;3;3
529;05/01/18 10:00;1.15999996662139;;5;33;;6;;;4
530;05/01/18 10:00;;0.200000002980232;22;38;36;6;3;;5
531;05/01/18 11:00;1.36000001430511;0.400000005960464;36;60;25;7;5;3;1
532;05/01/18 11:00;;0.200000002980232;8;23;39;4;;5;2
533;05/01/18 11:00;1.09000003337860;0.200000002980232;2;16;45;4;2;3;3
534;05/01/18 11:00;1.16999995708465;;12;44;;7;;;4
535;05/01/18 11:00;;0.300000011920928;21;33;38;8;5;;5
536;05/01/18 12:00;1.35000002384185;0.300000011920928;33;54;31;2;1;3;1
537;05/01/18 12:00;;0.200000002980232;7;19;45;5;;5;2
538;05/01/18 12:00;1.09000003337860;0.200000002980232;2;10;50;3;2;3;3
539;05/01/18 12:00;1.16999995708465;;9;33;;9;;;4
540;05/01/18 12:00;;0.200000002980232;20;26;48;9;6;;5
541;05/01/18 13:00;1.35000002384185;0.500000000000000;34;60;32;4;2;3;1
542;05/01/18 13:00;;0.300000011920928;6;21;49;4;;5;2
543;05/01/18 13:00;1.08000004291534;0.200000002980232;1;8;58;4;3;3;3
544;05/01/18 13:00;1.15999996662139;;8;31;;10;;;4
545;05/01/18 13:00;;0.200000002980232;23;33;48;8;5;;5
546;05/01/18 14:00;1.34000003337860;0.400000005960464;32;60;33;8;3;3;1
547;05/01/18 14:00;;0.200000002980232;5;20;51;6;;4;2
548;05/01/18 14:00;1.08000004291534;0.100000001490116;1;7;63;3;1;3;3
549;05/01/18 14:00;1.14999997615814;;8;33;;10;;;4
550;05/01/18 14:00;;0.200000002980232;23;33;49;7;3;;5
551;05/01/18 15:00;1.34000003337860;0.400000005960464;32;54;39;7;3;3;1
552;05/01/18 15:00;;0.200000002980232;6;21;50;6;;5;2
553;05/01/18 15:00;1.08000004291534;0.200000002980232;1;9;61;5;3;3;3
554;05/01/18 15:00;1.14999997615814;;7;32;;10;;;4
555;05/01/18 15:00;;0.200000002980232;22;34;48;11;7;;5
556;05/01/18 16:00;1.34000003337860;0.400000005960464;20;47;40;11;7;2;1
557;05/01/18 16:00;;0.200000002980232;4;22;48;5;;4;2
558;05/01/18 16:00;1.08000004291534;0.200000002980232;1;9;59;6;4;3;3
559;05/01/18 16:00;1.15999996662139;;7;35;;11;;;4
560;05/01/18 16:00;;0.200000002980232;22;35;47;10;6;;5
561;05/01/18 17:00;1.35000002384185;0.400000005960464;38;59;28;2;1;3;1
562;05/01/18 17:00;;0.200000002980232;5;26;39;4;;5;2
563;05/01/18 17:00;1.09000003337860;0.200000002980232;1;18;45;4;2;3;3
564;05/01/18 17:00;;;5;32;;11;;;4
565;05/01/18 17:00;;0.200000002980232;21;38;36;5;1;;5
566;05/01/18 18:00;1.36000001430511;0.400000005960464;44;70;19;3;2;3;1
567;05/01/18 18:00;;0.300000011920928;8;39;27;5;;5;2
568;05/01/18 18:00;1.09000003337860;0.200000002980232;1;21;40;3;2;3;3
569;05/01/18 18:00;;;12;58;;6;;;4
570;05/01/18 18:00;;0.300000011920928;35;55;23;8;6;;5
571;05/01/18 19:00;1.36000001430511;0.400000005960464;38;69;16;9;8;2;1
572;05/01/18 19:00;;0.400000005960464;14;54;15;4;;5;2
573;05/01/18 19:00;1.10000002384185;0.200000002980232;1;30;29;4;3;3;3
574;05/01/18 19:00;1.16999995708465;;12;63;;8;;;4
575;05/01/18 19:00;;0.300000011920928;39;67;15;7;5;;5
576;05/01/18 20:00;1.37999999523162;0.400000005960464;47;73;13;6;4;3;1
577;05/01/18 20:00;;0.300000011920928;14;56;14;5;;5;2
578;05/01/18 20:00;1.11000001430511;0.200000002980232;1;49;14;4;3;3;3
579;05/01/18 20:00;;;11;59;;7;;;4
580;05/01/18 20:00;;0.400000005960464;69;85;5;10;6;;5
581;05/01/18 21:00;1.55999994277954;0.400000005960464;40;68;15;9;7;3;1
582;05/01/18 21:00;;0.300000011920928;13;58;10;6;;5;2
583;05/01/18 21:00;1.12000000476837;0.200000002980232;2;47;12;7;5;3;3
584;05/01/18 21:00;;;7;45;;8;;;4
585;05/01/18 21:00;;0.300000011920928;59;73;11;14;11;;5
586;05/01/18 22:00;1.70000004768371;0.400000005960464;39;67;18;7;5;3;1
587;05/01/18 22:00;;0.300000011920928;8;50;16;6;;6;2
588;05/01/18 22:00;1.16999995708465;0.200000002980232;2;48;12;9;7;3;3
589;05/01/18 22:00;1.15999996662139;;4;34;;6;;;4
590;05/01/18 22:00;;0.400000005960464;66;79;8;12;8;;5
591;05/01/18 23:00;1.58000004291534;0.300000011920928;30;56;20;4;3;3;1
592;05/01/18 23:00;;0.300000011920928;5;39;23;6;;5;2
593;05/01/18 23:00;1.12000000476837;0.200000002980232;1;29;27;8;6;3;3
594;05/01/18 23:00;1.16999995708465;;3;31;;9;;;4
595;05/01/18 23:00;;0.300000011920928;35;60;18;13;10;;5
596;06/01/18 00:00;1.36000001430511;0.300000011920928;20;53;29;6;4;2;1
597;06/01/18 00:00;;0.200000002980232;4;27;41;6;;5;2
598;06/01/18 00:00;1.11000001430511;0.200000002980232;1;9;54;8;7;3;3
599;06/01/18 00:00;;;2;28;;9;;;4
600;06/01/18 00:00;;0.200000002980232;11;30;43;14;12;;5
601;06/01/18 01:00;1.36000001430511;0.300000011920928;10;54;33;5;3;2;1
602;06/01/18 01:00;;0.300000011920928;4;23;43;4;;4;2
603;06/01/18 01:00;1.11000001430511;0.200000002980232;1;11;48;3;2;3;3
604;06/01/18 01:00;1.14999997615814;;1;15;;4;;;4
605;06/01/18 01:00;;0.200000002980232;11;33;44;3;2;;5
606;06/01/18 02:00;1.35000002384185;0.300000011920928;10;51;36;2;1;2;1
607;06/01/18 02:00;;0.200000002980232;2;13;59;2;;5;2
608;06/01/18 02:00;1.10000002384185;0.200000002980232;1;4;68;3;3;3;3
609;06/01/18 02:00;1.14999997615814;;1;15;;1;;;4
610;06/01/18 02:00;;0.200000002980232;9;24;60;5;5;;5
611;06/01/18 03:00;1.36000001430511;0.300000011920928;5;37;48;2;2;2;1
612;06/01/18 03:00;;0.200000002980232;3;19;55;2;;5;2
613;06/01/18 03:00;1.09000003337860;0.200000002980232;1;7;58;4;3;3;3
614;06/01/18 03:00;1.14999997615814;;1;8;;1;;;4
615;06/01/18 03:00;;0.200000002980232;11;26;58;2;2;;5
616;06/01/18 04:00;1.35000002384185;0.200000002980232;2;18;67;1;1;3;1
617;06/01/18 04:00;;0.200000002980232;1;11;63;5;;5;2
618;06/01/18 04:00;1.09000003337860;0.200000002980232;1;6;67;2;2;3;3
619;06/01/18 04:00;1.12999999523162;;2;5;;2;;;4
620;06/01/18 04:00;;0.200000002980232;11;21;65;3;2;;5
621;06/01/18 05:00;1.36000001430511;0.200000002980232;2;20;68;3;2;3;1
622;06/01/18 05:00;;0.200000002980232;1;7;74;1;;5;2
623;06/01/18 05:00;1.09000003337860;0.200000002980232;1;3;77;1;1;3;3
624;06/01/18 05:00;1.14999997615814;;1;10;;1;;;4
625;06/01/18 05:00;;0.200000002980232;11;18;72;2;1;;5
626;06/01/18 06:00;1.35000002384185;0.200000002980232;2;20;70;2;2;2;1
627;06/01/18 06:00;;0.200000002980232;1;8;73;1;;4;2
628;06/01/18 06:00;1.09000003337860;0.200000002980232;1;4;77;2;2;3;3
629;06/01/18 06:00;1.14999997615814;;1;14;;1;;;4
630;06/01/18 06:00;;0.200000002980232;11;14;76;1;1;;5
631;06/01/18 07:00;1.35000002384185;0.200000002980232;1;19;70;1;1;2;1
632;06/01/18 07:00;;0.200000002980232;1;9;74;2;;4;2
633;06/01/18 07:00;1.09000003337860;0.200000002980232;1;5;77;1;1;3;3
634;06/01/18 07:00;1.15999996662139;;1;20;;1;;;4
635;06/01/18 07:00;;0.200000002980232;12;24;69;3;3;;5
636;06/01/18 08:00;1.36000001430511;0.200000002980232;1;21;69;3;4;2;1
637;06/01/18 08:00;;0.200000002980232;1;12;70;2;;4;2
638;06/01/18 08:00;1.09000003337860;0.200000002980232;1;4;72;2;2;3;3
639;06/01/18 08:00;1.13999998569488;;1;18;;1;;;4
640;06/01/18 08:00;;0.200000002980232;15;34;60;4;4;;5
641;06/01/18 09:00;1.35000002384185;0.300000011920928;3;26;67;6;6;3;1
642;06/01/18 09:00;;0.200000002980232;1;12;72;2;;4;2
643;06/01/18 09:00;1.08000004291534;0.100000001490116;1;2;81;2;1;3;3
644;06/01/18 09:00;1.12999999523162;;1;17;;1;;;4
645;06/01/18 09:00;;0.200000002980232;15;34;62;3;3;;5
646;06/01/18 10:00;1.35000002384185;0.300000011920928;3;31;63;4;4;4;1
647;06/01/18 10:00;;0.200000002980232;1;12;73;1;;4;2
648;06/01/18 10:00;1.08000004291534;0.200000002980232;1;3;79;1;1;3;3
649;06/01/18 10:00;1.12999999523162;;1;22;;1;;;4
650;06/01/18 10:00;;0.300000011920928;16;39;56;5;4;;5
651;06/01/18 11:00;1.36000001430511;0.300000011920928;4;33;60;2;2;4;1
652;06/01/18 11:00;;0.300000011920928;3;21;64;2;;4;2
653;06/01/18 11:00;1.08000004291534;0.200000002980232;1;8;74;1;1;3;3
654;06/01/18 11:00;1.12999999523162;;3;35;;1;;;4
655;06/01/18 11:00;;0.300000011920928;20;41;56;9;9;;5
656;06/01/18 12:00;1.36000001430511;0.300000011920928;6;40;53;1;2;4;1
657;06/01/18 12:00;;0.300000011920928;4;24;60;2;;4;2
658;06/01/18 12:00;1.09000003337860;0.200000002980232;1;10;69;1;1;3;3
659;06/01/18 12:00;1.13999998569488;;3;31;;2;;;4
660;06/01/18 12:00;;0.300000011920928;21;48;47;7;6;;5
661;06/01/18 13:00;1.37000000476837;0.300000011920928;9;49;43;5;4;5;1
662;06/01/18 13:00;;0.300000011920928;5;24;57;2;;4;2
663;06/01/18 13:00;1.09000003337860;0.200000002980232;1;12;63;2;2;3;3
664;06/01/18 13:00;1.14999997615814;;6;39;;2;;;4
665;06/01/18 13:00;;0.300000011920928;25;57;38;6;5;;5
666;06/01/18 14:00;1.37000000476837;0.300000011920928;12;60;32;3;3;5;1
667;06/01/18 14:00;;0.300000011920928;7;32;48;1;;5;2
668;06/01/18 14:00;1.10000002384185;0.200000002980232;1;12;60;2;1;3;3
669;06/01/18 14:00;1.16999995708465;;8;41;;2;;;4
670;06/01/18 14:00;;0.300000011920928;22;46;45;5;4;;5
671;06/01/18 15:00;1.37000000476837;0.400000005960464;15;62;30;4;4;6;1
672;06/01/18 15:00;;0.300000011920928;7;33;45;3;;5;2
673;06/01/18 15:00;1.10000002384185;0.200000002980232;1;9;61;2;1;3;3
674;06/01/18 15:00;1.14999997615814;;5;26;;1;;;4
675;06/01/18 15:00;;0.400000005960464;35;52;42;3;2;;5
676;06/01/18 16:00;1.37000000476837;0.300000011920928;9;52;36;6;5;6;1
677;06/01/18 16:00;;0.300000011920928;5;30;47;4;;5;2
678;06/01/18 16:00;1.11000001430511;0.200000002980232;1;5;64;1;1;3;3
679;06/01/18 16:00;1.14999997615814;;4;31;;3;;;4
680;06/01/18 16:00;;0.300000011920928;14;33;50;4;3;;5
681;06/01/18 17:00;1.37000000476837;0.300000011920928;7;48;38;2;2;6;1
682;06/01/18 17:00;;0.300000011920928;3;22;53;2;;4;2
683;06/01/18 17:00;1.11000001430511;0.200000002980232;1;5;64;1;1;3;3
684;06/01/18 17:00;1.13999998569488;;4;32;;1;;;4
685;06/01/18 17:00;;0.300000011920928;21;43;43;5;4;;5
686;06/01/18 18:00;1.37000000476837;0.300000011920928;8;54;32;3;3;6;1
687;06/01/18 18:00;;0.300000011920928;3;26;50;2;;4;2
688;06/01/18 18:00;1.10000002384185;0.200000002980232;1;10;59;2;2;3;3
689;06/01/18 18:00;1.15999996662139;;4;37;;1;;;4
690;06/01/18 18:00;;0.400000005960464;33;61;31;5;5;;5
691;06/01/18 19:00;1.37999999523162;0.300000011920928;11;64;26;4;4;6;1
692;06/01/18 19:00;;0.300000011920928;5;37;40;2;;5;2
693;06/01/18 19:00;1.12000000476837;0.200000002980232;1;12;56;1;1;3;3
694;06/01/18 19:00;1.14999997615814;;1;25;;1;;;4
695;06/01/18 19:00;;0.400000005960464;44;67;29;5;4;;5
696;06/01/18 20:00;1.39999997615814;0.400000005960464;29;82;15;5;6;4;1
697;06/01/18 20:00;;0.300000011920928;7;47;28;2;;5;2
698;06/01/18 20:00;1.10000002384185;0.200000002980232;1;17;45;1;1;3;3
699;06/01/18 20:00;1.14999997615814;;1;23;;2;;;4
700;06/01/18 20:00;;0.400000005960464;31;63;26;6;6;;5
701;06/01/18 21:00;1.37999999523162;0.400000005960464;27;81;11;4;3;4;1
702;06/01/18 21:00;;0.400000005960464;7;57;20;5;;6;2
703;06/01/18 21:00;1.10000002384185;0.200000002980232;1;26;35;4;4;3;3
704;06/01/18 21:00;1.16999995708465;;5;53;;2;;;4
705;06/01/18 21:00;;0.400000005960464;29;76;16;7;6;;5
706;06/01/18 22:00;1.37999999523162;0.400000005960464;26;74;16;8;7;3;1
707;06/01/18 22:00;;0.400000005960464;15;75;10;5;;6;2
708;06/01/18 22:00;1.11000001430511;0.300000011920928;1;39;23;6;5;3;3
709;06/01/18 22:00;1.14999997615814;;1;23;;3;;;4
710;06/01/18 22:00;;0.400000005960464;57;88;8;10;9;;5
711;06/01/18 23:00;1.37000000476837;0.300000011920928;11;56;32;5;5;3;1
712;06/01/18 23:00;;0.400000005960464;6;48;31;6;;5;2
713;06/01/18 23:00;1.11000001430511;0.300000011920928;2;44;23;6;5;3;3
714;06/01/18 23:00;1.15999996662139;;1;29;;1;;;4
715;06/01/18 23:00;;0.400000005960464;30;68;25;12;10;;5
716;07/01/18 00:00;1.37999999523162;0.300000011920928;4;41;42;6;6;3;1
717;07/01/18 00:00;;0.300000011920928;2;32;43;4;;5;2
718;07/01/18 00:00;1.10000002384185;0.200000002980232;1;16;45;3;3;3;3
719;07/01/18 00:00;1.13999998569488;;1;17;;1;;;4
720;07/01/18 00:00;;0.300000011920928;13;35;47;7;6;;5
721;07/01/18 01:00;1.37999999523162;0.300000011920928;12;56;30;5;5;3;1
722;07/01/18 01:00;;0.300000011920928;2;26;44;3;;5;2
723;07/01/18 01:00;1.10000002384185;0.200000002980232;1;14;48;4;3;3;3
724;07/01/18 01:00;1.16999995708465;;3;23;;1;;;4
725;07/01/18 01:00;;0.300000011920928;12;38;41;3;3;;5
726;07/01/18 02:00;1.37000000476837;0.300000011920928;12;59;27;4;3;3;1
727;07/01/18 02:00;;0.300000011920928;1;17;52;3;;5;2
728;07/01/18 02:00;1.09000003337860;0.200000002980232;1;8;57;4;3;3;3
729;07/01/18 02:00;1.16999995708465;;1;22;;3;;;4
730;07/01/18 02:00;;0.300000011920928;11;25;53;4;3;;5
731;07/01/18 03:00;1.37000000476837;0.300000011920928;6;46;39;3;2;3;1
732;07/01/18 03:00;;0.300000011920928;1;14;56;2;;4;2
733;07/01/18 03:00;1.09000003337860;0.200000002980232;1;7;53;3;3;3;3
734;07/01/18 03:00;1.16999995708465;;1;16;;4;;;4
735;07/01/18 03:00;;0.200000002980232;10;24;53;5;5;;5
736;07/01/18 04:00;1.37000000476837;0.200000002980232;2;26;57;2;1;3;1
737;07/01/18 04:00;;0.300000011920928;1;18;48;2;;4;2
738;07/01/18 04:00;1.10000002384185;0.200000002980232;1;9;40;3;3;3;3
739;07/01/18 04:00;1.16999995708465;;1;12;;2;;;4
740;07/01/18 04:00;;0.200000002980232;14;37;41;2;2;;5
741;07/01/18 05:00;1.37999999523162;0.200000002980232;2;24;57;1;1;3;1
742;07/01/18 05:00;;0.200000002980232;1;11;62;2;;4;2
743;07/01/18 05:00;1.10000002384185;0.200000002980232;1;8;55;1;1;3;3
744;07/01/18 05:00;1.16999995708465;;1;14;;1;;;4
745;07/01/18 05:00;;0.200000002980232;9;17;64;3;3;;5
746;07/01/18 06:00;1.37000000476837;0.200000002980232;1;25;55;1;1;3;1
747;07/01/18 06:00;;0.200000002980232;1;7;64;1;;4;2
748;07/01/18 06:00;1.10000002384185;0.200000002980232;1;6;58;2;1;3;3
749;07/01/18 06:00;1.14999997615814;;1;8;;1;;;4
750;07/01/18 06:00;;0.200000002980232;8;12;68;3;2;;5
751;07/01/18 07:00;1.37999999523162;0.200000002980232;2;26;55;3;3;3;1
752;07/01/18 07:00;;0.200000002980232;1;12;57;1;;4;2
753;07/01/18 07:00;1.10000002384185;0.200000002980232;1;5;55;2;2;3;3
754;07/01/18 07:00;1.17999994754791;;1;29;;1;;;4
